music,uid,score
975,NIIKE,8
2869,NIIKE,8
2870,NIIKE,10
798,NIIKE,10
799,NIIKE,10
800,NIIKE,7
962,NIIKE,8
1428,akagamiizumo,9
569,akagamiizumo,10
1290,ihave,3
2215,talkshowhost,3
1644,ihave,6
1645,ihave,5
3427,yami016,7
1594,yami016,5
608,yami016,4
2297,ihave,6
279,elfin8,7
280,elfin8,2
7,elfin8,7
8,elfin8,7
1353,aiko1122,4
569,mmuugg,10
2022,ihave,4
1485,aomisou,3
2248,a_kaneS,10
1873,fst1246,3
1488,aomisou,9
872,lifefinish,1
2175,dewdrops,7
6227,nanaya0719,10
1380,Atora,10
5545,sohuto8,9
730,732482,7
259,SPL,7
196,lighthouse,4
4359,黄昏の統括者,3
757,aiko1122,3
999,aiko1122,4
4597,aiko1122,5
4599,aiko1122,5
4600,aiko1122,2
1587,aiko1122,5
1588,aiko1122,4
2866,aiko1122,3
1658,aiko1122,4
1671,aiko1122,4
4564,aiko1122,3
4563,aiko1122,1
2867,aiko1122,5
1855,aiko1122,6
2654,aiko1122,3
865,aiko1122,9
593,aiko1122,7
2870,aiko1122,4
4582,aiko1122,4
4585,aiko1122,3
4633,aiko1122,3
269,ootachi877,5
3196,ihave,3
3083,ootachi877,6
4591,aiko1122,2
506,lifefinish,3
2168,aiko1122,3
5545,miwa441,9
827,ootachi877,6
1553,ootachi877,6
4410,aiko1122,2
5544,sohuto8,9
2542,ootachi877,4
2671,ootachi877,4
1734,ootachi877,4
1487,Chuee,9
158,ootachi877,3
2586,lifefinish,7
3548,Chuee,9
4519,aiko1122,3
3549,Chuee,9
1319,ootachi877,3
569,sacrify,4
2371,swxve,5
4517,aiko1122,1
4523,aiko1122,1
4524,aiko1122,1
4518,aiko1122,1
1768,ootachi877,3
4521,aiko1122,2
4520,aiko1122,2
4522,aiko1122,1
9105,misutsu940612,9
701,khorosho830,10
2574,ootachi877,3
1338,ootachi877,3
3579,ihave,4
1860,ootachi877,3
1733,ootachi877,3
3550,Chuee,8
3427,kagemusya12255,7
4511,kagemusya12255,7
4515,kagemusya12255,10
1873,drrr0303,7
1028,ootachi877,3
4545,aiko1122,3
2544,ihave,3
1419,drrr0303,7
4546,aiko1122,2
3483,ootachi877,4
701,namaniku00,10
4625,a_kaneS,10
6418,daiti1991,10
701,tkmshsn,7
2519,selfeena,7
2520,selfeena,5
424,ootachi877,8
1015,ihave,6
5766,ypwa39,10
706,ryushasw,9
846,dewdrops,3
2850,dewdrops,9
1603,dewdrops,3
1428,dewdrops,5
2901,testes,5
1645,dewdrops,6
3441,ihave,2
3443,ihave,3
3445,ihave,2
3447,ihave,3
2169,ihave,4
3452,ihave,4
708,taku0307,6
4479,taku0307,6
2824,黄昏の統括者,3
1546,yamatsubame,10
7230,gaushika,9
850,カラス,1
3493,ihave,7
538,ihave,4
7592,9wa263,2
415,ihave,5
1195,ihave,4
539,ihave,3
1821,ihave,3
1823,ihave,3
1605,ihave,4
6961,ihave,2
1579,ihave,5
1582,ihave,4
279,matumiya,7
1586,ihave,5
1591,ihave,4
1674,ootachi877,7
755,pomesu,5
572,asterrusk,5
2920,ihave,6
2914,ihave,4
2019,asterrusk,3
405,resolution,9
207,resolution,8
1609,resolution,9
1430,resolution,10
1433,resolution,8
1431,resolution,9
546,resolution,10
2186,resolution,9
2177,resolution,9
1957,ihave,4
1044,zweb7777,2
8476,ahoudori,9
1873,keana_apart,9
7650,aiko1122,5
1210,ootachi877,3
9612,yamadayo,3
9553,fool_yoru,9
9554,fool_yoru,10
701,SK29,8
1373,ihave,4
40,ihave,4
3027,ihave,2
1372,ihave,4
1116,ihave,5
992,黄昏の統括者,5
2396,lighthouse,6
744,kabugiko,3
745,kabugiko,3
3876,ihave,2
3855,ihave,2
3854,ihave,3
1292,ihave,4
3853,ihave,5
1310,ihave,3
3071,kabugiko,6
3073,kabugiko,1
3072,kabugiko,2
3031,aiko1122,1
3771,aiko1122,5
537,asterrusk,6
279,aiko1122,6
611,aiko1122,2
1929,aiko1122,3
1933,aiko1122,2
1781,aiko1122,1
1601,aiko1122,1
1146,aiko1122,1
2758,aiko1122,1
3293,aiko1122,2
3122,aiko1122,2
3123,aiko1122,1
2927,aiko1122,1
141,aiko1122,1
2270,aiko1122,1
945,aiko1122,2
99,aiko1122,2
4467,aiko1122,1
4468,aiko1122,1
4466,aiko1122,2
2820,aiko1122,1
3086,aiko1122,1
4623,aiko1122,2
4624,aiko1122,3
4628,aiko1122,4
681,aiko1122,2
849,aiko1122,1
2192,miya9008,5
3480,aiko1122,1
102,aiko1122,2
103,aiko1122,3
1299,aiko1122,2
1302,aiko1122,1
1301,aiko1122,1
1304,aiko1122,1
1908,vat,10
4547,aiko1122,3
2293,a_kaneS,10
8276,ion@erogekakaku,4
6952,emeraldflame,9
4548,aiko1122,3
299,ootachi877,3
4549,aiko1122,3
4550,aiko1122,4
4551,aiko1122,4
4411,aiko1122,2
4137,aiko1122,3
3567,aiko1122,3
4552,aiko1122,3
4553,aiko1122,4
4554,aiko1122,3
3568,aiko1122,4
4555,aiko1122,4
4543,aiko1122,4
4557,aiko1122,3
4544,aiko1122,4
4558,aiko1122,3
4569,aiko1122,4
4587,aiko1122,3
1135,erome_99,1
1136,erome_99,1
2396,dragrain,5
605,fsagagd,6
2542,fsagagd,7
2671,fsagagd,7
593,fsagagd,7
4359,fsagagd,7
184,kabugiko,1
3307,kabugiko,1
1522,selfeena,7
1693,aiko1122,1
2533,dewdrops,4
804,dewdrops,5
4602,dewdrops,4
2006,testes,4
1644,dewdrops,7
2856,ihave,4
3442,ihave,2
3444,ihave,3
3446,ihave,5
3448,ihave,3
3450,ihave,4
2865,ihave,6
9544,keana_apart,9
3436,dewdrops,5
1602,hyouka@cyunibyou,9
1503,elad,7
2309,aiko1122,5
1039,kidos,3
429,ihave,3
1828,ihave,3
1829,ihave,4
3493,lighthouse,5
593,ihave,4
1822,ihave,4
1553,ihave,4
1825,ihave,3
280,matumiya,7
3587,kitamisanii,5
1581,ihave,4
2256,talkshowhost,2
144,ihave,5
1588,ihave,3
1583,ihave,2
2369,ahoudori,10
835,asterrusk,4
584,resolution,9
2229,resolution,9
701,Super Ero Gamer,10
870,resolution,9
869,resolution,9
764,resolution,7
1779,resolution,8
2269,resolution,8
2270,resolution,8
4022,SNKPM,1
1696,ihave,4
3024,ihave,3
922,rifanatominami,8
1293,asterrusk,3
4490,黄昏の統括者,3
2308,黄昏の統括者,5
3270,黄昏の統括者,5
654,keana_apart,7
2588,ahoudori,10
2588,kabugiko,6
1470,ihave,2
1191,ihave,4
2879,ihave,5
2647,kabugiko,5
2649,kabugiko,5
213,黄昏の統括者,3
2884,aiko1122,5
700,aiko1122,3
207,aiko1122,1
2925,aiko1122,1
1934,aiko1122,2
1931,aiko1122,1
1602,aiko1122,1
1145,aiko1122,2
1147,aiko1122,1
3551,aiko1122,2
2760,aiko1122,2
2759,aiko1122,1
3126,aiko1122,1
1687,aiko1122,2
2926,aiko1122,1
2269,aiko1122,2
2816,miya9008,5
137,aiko1122,2
4605,aiko1122,1
2986,aiko1122,1
2289,ihave,7
4602,a_kaneS,7
1303,aiko1122,1
1300,aiko1122,2
2126,aiko1122,1
2130,aiko1122,1
2129,aiko1122,2
2128,aiko1122,3
2650,aiko1122,2
2648,aiko1122,1
762,aiko1122,2
856,Predawnvagabond,9
3345,ViviAlhazerd,8
2966,ViviAlhazerd,8
4643,aiko1122,2
4642,aiko1122,3
1104,aiko1122,2
2850,aiko1122,1
4607,aiko1122,2
4606,aiko1122,2
4608,aiko1122,2
3719,climinadiz,9
779,aiko1122,2
778,aiko1122,1
1690,aiko1122,3
455,aiko1122,1
462,aiko1122,1
694,aiko1122,2
458,aiko1122,1
456,aiko1122,1
113,aiko1122,1
123,aiko1122,1
4430,aiko1122,1
4431,aiko1122,2
1663,aiko1122,1
1665,aiko1122,1
4614,aiko1122,3
4615,aiko1122,1
4616,aiko1122,1
3740,aiko1122,2
4602,aiko1122,1
2332,asterrusk,3
1623,ihave,5
4645,aiko1122,2
4647,aiko1122,4
4644,aiko1122,3
4646,aiko1122,1
4561,aiko1122,2
3492,aiko1122,2
3493,aiko1122,3
1726,aiko1122,1
2070,aiko1122,1
1216,kabugiko,3
1217,kabugiko,4
50,takatu,10
67,asterrusk,5
68,asterrusk,5
2354,asterrusk,4
2356,asterrusk,4
544,asterrusk,3
543,asterrusk,3
1790,asterrusk,5
992,asterrusk,4
4755,ihave,4
4519,asterrusk,3
4523,asterrusk,4
2517,ihave,4
701,ivacross09,10
3000,ihave,2
4757,ubu,1
3001,ihave,2
3003,ihave,3
3004,ihave,3
3006,ihave,2
3007,ihave,3
2129,asterrusk,5
527,asterrusk,4
3569,ihave,5
3571,ihave,5
5848,nezumo,5
1032,noire_uni,3
573,noire_uni,4
2521,noire_uni,3
151,noire_uni,3
2601,asterrusk,3
2596,asterrusk,4
2598,asterrusk,5
2600,asterrusk,4
2595,asterrusk,4
2075,asterrusk,3
3467,asterrusk,3
938,asterrusk,4
1374,asterrusk,7
1419,ジャワ,10
4511,asterrusk,3
4513,asterrusk,4
4514,asterrusk,4
997,asterrusk,4
584,ジャワ,8
594,ジャワ,10
2229,ジャワ,8
4474,ジャワ,9
4477,ジャワ,8
4605,ジャワ,7
808,asterrusk,3
551,asterrusk,5
552,asterrusk,4
553,asterrusk,4
546,asterrusk,3
547,asterrusk,5
2059,asterrusk,3
2887,asterrusk,3
1908,asterrusk,7
766,tetsu180,7
912,pukupukupokopoko,10
3085,climinadiz,6
1477,pukupukupokopoko,1
2255,talkshowhost,2
5765,rang0323,10
207,tatsuko564,4
746,tatsuko564,7
615,tatsuko564,10
197,ihave,6
1879,tatsuko564,5
1724,tatsuko564,8
2576,tatsuko564,5
595,tatsuko564,5
614,tatsuko564,5
613,tatsuko564,5
606,tatsuko564,7
611,tatsuko564,7
605,tatsuko564,5
871,tatsuko564,8
764,tatsuko564,5
1878,tatsuko564,10
872,tatsuko564,5
3666,tatsuko564,7
607,tatsuko564,6
4491,tatsuko564,7
2826,tatsuko564,3
1612,tatsuko564,9
2450,tatsuko564,9
3302,tatsuko564,5
2186,tatsuko564,8
4426,tatsuko564,5
3125,tatsuko564,8
2267,tatsuko564,3
3704,tatsuko564,7
2532,tatsuko564,5
870,tatsuko564,10
3298,tatsuko564,7
2665,tatsuko564,5
2443,tatsuko564,5
3297,tatsuko564,5
1288,tatsuko564,6
2248,tatsuko564,7
1610,tatsuko564,5
2339,tatsuko564,7
2340,tatsuko564,7
535,tatsuko564,8
3300,tatsuko564,8
3101,tatsuko564,5
2201,tatsuko564,5
3570,ihave,6
1609,tatsuko564,9
869,tatsuko564,5
2664,tatsuko564,5
4486,tatsuko564,6
3392,tatsuko564,8
2834,tatsuko564,6
3706,tatsuko564,9
2653,tatsuko564,9
1988,tatsuko564,8
2383,tatsuko564,8
3703,tatsuko564,9
4490,tatsuko564,4
2913,tatsuko564,9
131,tatsuko564,9
3119,tatsuko564,8
1522,tatsuko564,9
1231,tatsuko564,6
35,tatsuko564,5
2887,tatsuko564,5
1646,tatsuko564,7
3092,tatsuko564,8
1602,tatsuko564,6
4523,tatsuko564,5
1934,tatsuko564,5
1431,tatsuko564,8
2917,tatsuko564,9
3322,tatsuko564,9
211,tatsuko564,8
3485,tatsuko564,6
2596,tatsuko564,4
1368,tatsuko564,8
2478,tatsuko564,10
1698,tatsuko564,3
1117,tatsuko564,8
2021,tatsuko564,8
2455,tatsuko564,5
1883,tatsuko564,8
4637,tatsuko564,5
1779,tatsuko564,5
3983,tatsuko564,7
523,tatsuko564,7
3263,tatsuko564,7
1563,tatsuko564,3
422,tatsuko564,10
236,tatsuko564,5
1802,tatsuko564,7
124,tatsuko564,7
2573,tatsuko564,8
121,tatsuko564,7
1664,tatsuko564,7
1616,tatsuko564,10
1790,tatsuko564,10
569,tatsuko564,10
1791,tatsuko564,8
1793,tatsuko564,5
576,tatsuko564,5
574,tatsuko564,5
1293,tatsuko564,3
2001,tatsuko564,5
3091,tatsuko564,6
3090,tatsuko564,7
1929,tatsuko564,10
2020,tatsuko564,7
2024,tatsuko564,8
1933,tatsuko564,5
575,黄昏の統括者,8
113,tatsuko564,9
3511,naritato,8
275,masasugi78,2
276,masasugi78,3
2240,masasugi78,3
1537,asterrusk,3
1538,asterrusk,3
1602,asterrusk,3
1541,asterrusk,6
1543,asterrusk,3
841,黄昏の統括者,3
2624,asterrusk,3
499,grayboy:re,10
615,fps12,9
616,fps12,10
1299,fps12,9
569,fps12,10
573,fps12,10
459,fps12,10
1742,tyomoranmantyobi,3
1763,nonotum,6
1487,ihave,5
1665,ukiyakan.master,4
903,rifanatominami,8
1221,ihave,4
2959,nonotum,7
1148,shang2hec,10
1288,asterrusk,4
1289,asterrusk,3
615,asterrusk,4
616,asterrusk,4
546,hyouka@cyunibyou,1
1363,hyouka@cyunibyou,9
555,hyouka@cyunibyou,10
2601,hyouka@cyunibyou,8
207,hyouka@cyunibyou,7
615,hyouka@cyunibyou,10
982,hyouka@cyunibyou,8
1285,hyouka@cyunibyou,5
998,hyouka@cyunibyou,6
1487,hyouka@cyunibyou,9
3548,hyouka@cyunibyou,10
3549,hyouka@cyunibyou,5
3550,hyouka@cyunibyou,7
2489,hyouka@cyunibyou,7
2490,hyouka@cyunibyou,4
1368,hyouka@cyunibyou,8
271,hyouka@cyunibyou,4
1369,hyouka@cyunibyou,7
561,hyouka@cyunibyou,7
563,hyouka@cyunibyou,7
562,hyouka@cyunibyou,3
569,hyouka@cyunibyou,10
570,hyouka@cyunibyou,4
571,hyouka@cyunibyou,6
573,hyouka@cyunibyou,8
574,hyouka@cyunibyou,6
576,hyouka@cyunibyou,5
577,hyouka@cyunibyou,4
578,hyouka@cyunibyou,6
2305,ubu,7
5544,rifanatominami,7
1602,tsukushin,10
985,rifanatominami,8
3670,keana_apart,7
3669,keana_apart,5
8510,tgl,9
2913,sola.miduru,9
2530,Eleanotite,4
8732,sandersonia,3
6841,ihave,4
9101,ihave,4
9102,ihave,4
1631,ihave,6
7854,zackrivaldhi,6
9369,aiko1122,4
1370,arkugia,10
1371,arkugia,10
1372,arkugia,10
5755,arisu_ruby,7
7551,arisu_ruby,7
9096,monoxchronolog,10
2289,ryuya,5
2478,Otoshigami,7
9497,Otoshigami,7
2480,Otoshigami,10
7871,ihave,4
728,ihave,3
9540,misutsu940612,9
9541,misutsu940612,9
570,ブラック魔王,10
573,ブラック魔王,10
2759,zweb7777,2
574,ブラック魔王,10
9375,kato_masa,9
9546,kato_masa,9
9649,lobelive9436,9
9694,lobelive9436,10
9561,aiko1122,1
9562,aiko1122,1
575,arkugia,10
615,3caiah,10
109,3caiah,10
7,hiro8712,10
569,kenji3939,10
579,sacrify,6
1626,zweb7777,6
8659,Koutei,6
9553,Koutei,3
9554,Koutei,9
1694,elbert,7
2922,winsvr2008r2,6
1215,Xyz3939,9
2850,ootachi877,6
185,ootachi877,8
569,gram758,9
9649,cro1998525,8
9693,cro1998525,9
9694,cro1998525,8
9692,cro1998525,7
8391,rifanatominami,8
1223,ihave,2
9082,ihave,6
1225,netkinako,7
3542,aiko1122,1
1161,rifanatominami,10
1164,rifanatominami,9
1167,rifanatominami,10
9713,naritato,2
239,ihave,5
241,ihave,4
3059,ihave,4
1614,ihave,4
6180,ihave,2
3549,ihave,4
1603,freestyle1994,10
1604,freestyle1994,6
3073,ahoudori,9
272,erowalker,10
2601,rifanatominami,7
2596,rifanatominami,9
2597,rifanatominami,7
2598,rifanatominami,8
2599,rifanatominami,9
2600,rifanatominami,8
2595,rifanatominami,9
1418,rifanatominami,5
1424,rifanatominami,5
1425,rifanatominami,6
1426,rifanatominami,6
1427,rifanatominami,6
1428,rifanatominami,5
1423,rifanatominami,7
269,erowalker,7
271,erowalker,10
685,abcxyz142857,7
3550,ihave,5
912,rifanatominami,8
6401,ihave,3
701,reto-ss,10
4475,dov,9
3770,talkshowhost,3
1028,ihave,5
3198,ihave,2
9658,ihave,4
9662,ihave,4
924,rifanatominami,8
910,rifanatominami,7
557,zooue,8
556,zooue,8
561,zooue,10
563,zooue,8
562,zooue,9
146,ihave,4
147,ihave,3
148,ihave,4
149,ihave,2
150,ihave,3
151,ihave,6
152,ihave,2
1148,gaushika,8
155,ihave,3
156,ihave,2
3072,ahoudori,9
157,ihave,4
2279,1031opapi,8
3080,ihave,3
2401,ihave,3
3083,ihave,4
611,ihave,4
3084,ihave,3
3085,ihave,4
1404,ihave,2
3562,ihave,3
2934,ihave,4
3133,ihave,4
3290,ihave,5
3291,ihave,2
3292,ihave,2
3293,ihave,3
3294,ihave,3
3295,ihave,3
1752,ihave,4
1746,ihave,3
1215,ihave,4
3296,ihave,3
1793,dewdrops,5
1048,aiko1122,3
5245,ihave,3
3239,ihave,5
3992,ihave,3
982,kkmyy,9
704,ascwevasc,9
701,kihane,9
1430,この夕空にカフェオレを,5
1477,この夕空にカフェオレを,7
1418,この夕空にカフェオレを,3
1424,この夕空にカフェオレを,6
1427,この夕空にカフェオレを,7
1428,この夕空にカフェオレを,7
1423,この夕空にカフェオレを,3
2794,aiko1122,2
2345,aiko1122,1
2346,aiko1122,1
3446,aiko1122,1
2169,aiko1122,1
3447,aiko1122,1
2657,aiko1122,1
2483,aiko1122,2
708,elad,5
2485,aiko1122,1
2299,aiko1122,2
2486,aiko1122,2
1878,asterrusk,3
2298,aiko1122,2
1291,Sek8483,3
1487,asterrusk,6
3550,asterrusk,3
1548,aiko1122,1
1549,aiko1122,1
1551,aiko1122,1
1547,aiko1122,1
1550,aiko1122,1
1691,aiko1122,1
3739,aiko1122,1
4617,aiko1122,3
4618,aiko1122,2
2342,aiko1122,1
271,asterrusk,3
1369,asterrusk,4
2343,aiko1122,1
3980,aiko1122,1
3981,aiko1122,1
3006,aiko1122,2
2864,aiko1122,2
4619,aiko1122,1
2816,aiko1122,1
3824,aiko1122,2
781,aiko1122,1
782,aiko1122,2
2341,aiko1122,1
973,aiko1122,1
790,aiko1122,1
2955,aiko1122,1
1295,aiko1122,1
418,aiko1122,1
3398,aiko1122,2
4525,aiko1122,1
4527,aiko1122,1
2939,aiko1122,1
4526,aiko1122,2
4620,aiko1122,2
4621,aiko1122,1
1416,aiko1122,1
2171,aiko1122,2
2275,aiko1122,1
3382,aiko1122,1
4625,aiko1122,1
4627,aiko1122,1
4626,aiko1122,1
2310,aiko1122,2
3402,aiko1122,1
3401,aiko1122,2
4490,aiko1122,3
1502,aiko1122,3
1503,aiko1122,10
2248,lifefinish,3
1556,つきおか,7
1609,asterrusk,5
168,119227,9
684,119227,8
267,noire_uni,3
3427,水月鏡花,4
4511,水月鏡花,7
4512,水月鏡花,5
4513,水月鏡花,5
4514,水月鏡花,4
4990,水月鏡花,5
2165,age-67,9
1020,ahoudori,10
4512,ubu,7
1365,asterrusk,4
1366,asterrusk,6
1367,asterrusk,4
1644,asterrusk,7
1645,asterrusk,7
2127,asterrusk,3
3138,fsagagd,7
835,Fox,10
3325,nanaya0719,10
3580,ihave,4
1345,a_kaneS,8
158,erg練習中,3
772,erg練習中,3
1021,s123028,7
1022,s123028,4
1758,s123028,3
67,s123028,7
68,s123028,10
3588,kitamisanii,6
405,miniminipoo,7
1238,tsukioka,7
1169,aomisou,3
2304,aomisou,10
3175,aomisou,8
2302,aomisou,10
2310,aomisou,10
1815,aomisou,9
2672,aomisou,10
422,aomisou,9
1154,aomisou,2
1936,aomisou,2
2886,aomisou,1
1818,aomisou,4
1813,aomisou,5
2320,aomisou,9
2321,aomisou,9
2323,aomisou,9
2888,aomisou,2
2671,aomisou,3
2327,aomisou,5
195,naritato,9
1776,aomisou,6
1209,aomisou,1
1814,aomisou,4
1816,aomisou,3
2330,aomisou,4
1363,aomisou,3
1811,aomisou,5
2324,aomisou,5
2308,aomisou,4
2673,aomisou,5
551,aomisou,5
1950,aomisou,9
2301,aomisou,8
2891,zackrivaldhi,10
62,hare1039,3
402,aomisou,9
2192,aomisou,2
2281,aomisou,7
2586,aomisou,3
168,aomisou,10
1640,aomisou,9
792,aomisou,8
1044,aomisou,9
1642,aomisou,4
535,aomisou,10
2186,aomisou,4
529,aomisou,3
3397,aomisou,5
2240,zweb7777,6
532,ubu,3
1288,aomisou,5
1612,aomisou,9
198,naritato,5
125,nezumo,6
7382,ihave,4
7385,ihave,3
982,MARUKOME,8
998,MARUKOME,3
1158,MARUKOME,8
406,MARUKOME,10
1163,MARUKOME,9
1150,MARUKOME,2
707,ryushasw,9
3060,ihave,3
3063,ihave,2
699,ubu,3
3077,ihave,4
1281,ihave,3
3078,ihave,2
3079,ihave,2
1503,mmuugg,10
5255,ihave,4
8009,rang0323,10
2626,黄昏の統括者,3
615,cosmos,7
1077,tgl,10
6395,kusumin,7
6386,ihave,6
1371,misutsu940612,10
2166,ihave,2
608,ihave,3
2171,ihave,2
2174,ihave,3
1652,ihave,3
1655,ihave,3
2984,@dabudora360,7
4617,pipoka,10
2425,pipoka,9
2596,pipoka,4
2597,pipoka,2
2598,pipoka,3
2595,pipoka,7
2601,pipoka,8
1791,pipoka,9
1792,pipoka,2
1793,pipoka,3
1794,pipoka,4
1795,pipoka,3
4540,pipoka,7
207,pipoka,5
2907,pipoka,3
3593,pipoka,5
3633,pipoka,5
1938,pipoka,4
1238,madao072,7
1940,pipoka,3
2123,pipoka,8
1617,pipoka,9
1424,resolution,9
1233,madao072,7
3090,mmuugg,10
3092,mmuugg,10
3091,mmuugg,10
569,北条氏照,10
5545,rifanatominami,7
1351,ihave,2
569,SPL,10
168,Saudade,9
1692,ihave,2
163,ihave,3
704,sanma1854,5
2211,ryushasw,8
251,ihave,2
255,ihave,3
3096,ihave,3
3689,gluttonyking,10
1503,H3O,5
251,azulcielo,7
701,zxc1239911,10
209,gluttonyking,10
701,umwelt,8
701,SHI-NO,10
701,taiki_VA,10
3250,erogessional,7
5519,ihave,5
792,s123028,10
1044,s123028,9
1636,ihave,4
256,ihave,4
701,justapple2,10
702,justapple2,8
703,justapple2,5
704,justapple2,5
701,mooom,10
1612,kitamisanii,7
148,nezumo,6
3397,nezumo,7
2269,Atora,10
1690,ihave,6
3332,khorosho830,10
1946,khorosho830,8
1400,ihave,3
2272,ihave,5
2277,ihave,4
5521,ihave,2
5524,ihave,3
5523,ihave,3
2469,ihave,2
3238,ihave,3
3376,ihave,3
3378,ihave,2
3380,ihave,2
2271,ihave,3
3422,ihave,2
3425,ihave,3
701,nakati,10
705,justapple2,7
706,justapple2,5
707,justapple2,8
338,drrr0303,8
699,naju,5
1875,elad,7
701,aoirof,10
701,lifesize,10
746,ihave,2
1121,aiko1122,3
3061,ihave,3
1791,sty03337,4
2533,aomisou,3
3131,aomisou,8
2447,aomisou,9
4497,aomisou,9
1777,aomisou,5
532,aomisou,4
534,aomisou,5
537,aomisou,6
1290,aomisou,6
1289,aomisou,3
3122,aomisou,5
622,aomisou,4
1715,aomisou,2
2552,zackrivaldhi,10
168,masaky0611,10
684,masaky0611,10
685,masaky0611,10
1075,9wa263,6
523,lifefinish,5
4756,naritato,5
4757,naritato,5
1285,MARUKOME,4
1148,MARUKOME,10
407,MARUKOME,10
1152,MARUKOME,9
1154,MARUKOME,3
1151,MARUKOME,2
1870,chochon,9
1710,ihave,4
3062,ihave,3
3064,ihave,3
3066,ihave,2
1168,MARUKOME,9
1280,ihave,3
550,MARUKOME,5
1715,ihave,4
1612,7ho,10
2889,ihave,2
122,zenfone,7
109,zenfone,7
114,zenfone,7
111,zenfone,7
616,cosmos,10
2332,cosmos,10
124,nezumo,6
2656,H3O,6
3769,ihave,4
2164,ihave,4
338,gaushika,10
2168,ihave,3
2173,ihave,3
1654,ihave,4
1653,ihave,2
1656,ihave,3
2984,76421,8
591,pipoka,3
592,pipoka,2
1742,pipoka,7
1754,pipoka,2
3437,pipoka,4
3659,pipoka,5
2541,pipoka,5
2479,pipoka,7
2480,pipoka,7
3433,pipoka,6
2431,pipoka,8
2433,pipoka,9
1623,pipoka,9
930,pipoka,4
2627,76421,8
853,pipoka,7
2533,pipoka,8
1762,pipoka,5
1522,北条氏照,7
573,北条氏照,10
2307,rifanatominami,7
2309,rifanatominami,7
810,ihave,4
1826,ihave,2
1827,ihave,3
739,ihave,3
249,ihave,4
253,ihave,3
254,ihave,2
1639,ihave,2
998,kkmyy,9
3034,ihave,3
1352,ihave,3
6913,nimani76,9
4804,ihave,2
1835,ihave,2
2820,ihave,6
837,ihave,3
701,k48010900,10
702,k48010900,9
2588,ihave,5
704,k48010900,5
705,k48010900,4
706,k48010900,5
707,k48010900,10
6386,low1219,8
701,haruha,10
701,エロゲ命,10
3373,saotomeTsukasa,8
782,kitamisanii,8
701,tto0502,10
1288,ryuya,10
701,raso,10
702,raso,9
2273,ihave,3
5520,ihave,2
3989,ihave,3
5522,ihave,4
2470,ihave,4
5525,ihave,2
3375,ihave,4
3377,ihave,3
3379,ihave,2
3381,ihave,4
3420,ihave,2
701,raven_1002,10
1634,ihave,5
3670,7ho,10
702,lifesize,10
279,hiro8712,7
780,Misora01,8
702,downer,7
705,ascwevasc,9
5526,ihave,6
2480,drrr0303,10
3703,moro007,5
605,ihave,3
701,tatsuko564,9
702,tatsuko564,7
704,tatsuko564,6
705,tatsuko564,5
707,tatsuko564,6
747,ihave,2
701,bebe,10
569,bebe,10
702,熊谷,5
2190,黄昏の統括者,3
706,ascwevasc,9
707,ascwevasc,10
2269,ubu,10
701,Azer0,8
1288,andworld,7
9084,ootachi877,2
757,ihave,3
748,ihave,2
749,ihave,2
750,ihave,3
752,ihave,2
756,ihave,1
759,ihave,2
141,ihave,4
761,ihave,2
763,ihave,2
202,ihave,2
614,ihave,2
207,ihave,3
765,ihave,2
5529,ihave,4
5530,ihave,5
5528,ihave,3
5527,ihave,4
4602,ihave,2
5543,ihave,4
701,rekdesire9v,10
4603,ihave,3
4604,ihave,2
1148,miniminipoo,7
5539,ihave,4
5538,ihave,2
2203,ihave,3
4601,ihave,4
5253,ihave,2
2515,ihave,3
3726,ihave,2
1854,ihave,5
1853,ihave,3
5540,ihave,2
5541,ihave,4
1688,ihave,4
6477,うさぎねこ,5
1689,ihave,3
5257,ihave,3
1602,andworld,4
9620,XOHOKa,10
5535,ihave,4
279,ラムネ色,8
280,ラムネ色,6
3345,alice*OxO*,7
1288,kouheicchi,9
2294,kouheicchi,7
68,kouheicchi,10
1803,zackrivaldhi,10
556,CIRA_KOU],3
562,CIRA_KOU],5
557,CIRA_KOU],6
2909,ahoudori,9
8287,ion@erogekakaku,6
